"Date","Price","Open","High","Low","Vol.","Change %"
"07/02/2020","2.29","2.38","2.38","2.19","3.11M","-2.14%"
"07/01/2020","2.34","2.21","2.41","2.21","3.54M","5.41%"
"06/30/2020","2.22","2.13","2.36","2.11","3.37M","3.74%"
"06/29/2020","2.14","2.15","2.17","2.05","2.96M","-2.73%"
"06/26/2020","2.20","2.28","2.30","2.15","2.82M","-5.58%"
"06/25/2020","2.33","2.25","2.37","2.25","1.91M","-1.69%"
"06/24/2020","2.37","2.48","2.49","2.24","5.06M","-8.85%"
"06/23/2020","2.60","2.56","2.83","2.42","7.71M","3.59%"
"06/22/2020","2.51","2.23","2.68","2.14","10.08M","18.96%"
"06/19/2020","2.11","2.25","2.32","2.11","3.51M","-3.65%"
"06/18/2020","2.19","2.26","2.28","2.19","1.93M","-3.52%"
"06/17/2020","2.27","2.34","2.34","2.22","1.70M","-3.40%"
"06/16/2020","2.35","2.46","2.46","2.28","2.65M","1.73%"
"06/15/2020","2.31","2.12","2.37","2.05","4.67M","0.87%"
"06/12/2020","2.29","2.45","2.46","2.14","4.85M","5.05%"
"06/11/2020","2.18","2.68","2.80","2.16","11.01M","-29.68%"
"06/10/2020","3.10","2.68","3.31","2.57","18.09M","18.32%"
"06/09/2020","2.62","2.55","2.64","2.43","3.66M","1.95%"
"06/08/2020","2.57","2.58","2.66","2.48","3.47M","-1.15%"
"06/05/2020","2.60","2.58","2.68","2.42","4.23M","-1.14%"
"06/04/2020","2.63","2.49","2.74","2.42","6.91M","9.13%"
"06/03/2020","2.41","2.60","2.65","2.32","5.06M","-3.98%"
"06/02/2020","2.51","2.62","2.94","2.35","16.28M","10.57%"
"06/01/2020","2.27","2.15","2.32","2.14","4.08M","6.07%"
"05/29/2020","2.14","2.20","2.21","2.06","2.46M","-3.17%"
"05/28/2020","2.21","2.22","2.35","2.18","5.01M","4.25%"
"05/27/2020","2.12","2.10","2.20","1.99","4.58M","8.72%"
"05/26/2020","1.95","2.15","2.15","1.93","5.65M","-12.95%"
"05/22/2020","2.24","2.37","2.38","2.20","3.03M","-3.86%"
"05/21/2020","2.33","2.45","2.50","2.15","6.33M","-7.91%"
"05/20/2020","2.53","2.48","2.74","2.37","12.85M","13.45%"
"05/19/2020","2.23","2.20","2.41","2.15","5.39M","1.83%"
"05/18/2020","2.19","2.18","2.31","2.07","5.54M","5.29%"
"05/15/2020","2.08","2.25","2.34","2.02","7.00M","-8.77%"
"05/14/2020","2.28","2.06","2.57","1.93","21.55M","20.63%"
"05/13/2020","1.89","1.66","1.91","1.61","8.30M","18.12%"
"05/12/2020","1.60","1.61","1.74","1.52","4.22M","0.63%"
"05/11/2020","1.59","1.80","1.87","1.50","9.08M","-14.05%"
"05/08/2020","1.85","1.75","2.13","1.56","20.20M","20.13%"
"05/07/2020","1.54","1.35","1.59","1.27","10.41M","21.26%"
"05/06/2020","1.27","1.21","1.28","1.17","4.86M","10.43%"
"05/05/2020","1.15","1.15","1.18","1.10","2.11M","2.68%"
"05/04/2020","1.12","1.10","1.13","1.03","1.04M","4.67%"
"05/01/2020","1.07","1.18","1.20","1.07","2.12M","-11.57%"
"04/30/2020","1.21","1.23","1.24","1.15","1.67M","0.00%"
"04/29/2020","1.21","1.26","1.38","1.17","7.77M","4.31%"
"04/28/2020","1.16","1.24","1.25","1.15","1.07M","-6.45%"
"04/27/2020","1.24","1.27","1.30","1.15","2.48M","-0.80%"
"04/24/2020","1.25","1.17","1.29","1.10","4.47M","8.70%"
"04/23/2020","1.15","1.07","1.20","1.07","4.28M","7.48%"
"04/22/2020","1.07","1.05","1.08","1.02","503.46K","4.90%"
"04/21/2020","1.02","1.08","1.08","0.98","1.03M","-7.27%"
"04/20/2020","1.10","1.10","1.18","1.10","1.17M","-3.51%"
"04/17/2020","1.14","1.20","1.20","1.11","719.98K","-2.56%"
"04/16/2020","1.17","1.20","1.21","1.13","1.03M","3.54%"
"04/15/2020","1.13","1.05","1.25","1.02","2.52M","11.88%"
"04/14/2020","1.01","0.98","1.04","0.98","1.08M","0.00%"
"04/13/2020","1.01","1.01","1.02","0.93","656.51K","-1.94%"
"04/09/2020","1.03","1.08","1.09","0.98","759.77K","-3.74%"
"04/08/2020","1.07","1.06","1.09","1.00","673.59K","4.90%"
"04/07/2020","1.02","1.19","1.19","0.99","1.41M","-6.85%"
"04/06/2020","1.10","0.95","1.12","0.92","2.57M","21.67%"
"04/03/2020","0.90","0.91","0.95","0.85","1.29M","15.38%"
"04/02/2020","0.78","0.80","0.88","0.76","995.84K","0.93%"
"04/01/2020","0.77","0.83","0.85","0.76","524.57K","-7.23%"
"03/31/2020","0.83","0.83","0.86","0.79","354.55K","5.24%"
"03/30/2020","0.79","0.81","0.85","0.78","506.87K","0.00%"
"03/27/2020","0.79","0.80","0.83","0.78","364.56K","-3.31%"
"03/26/2020","0.82","0.76","0.91","0.76","1.24M","5.56%"
"03/25/2020","0.77","0.75","0.83","0.74","719.15K","-3.13%"
"03/24/2020","0.80","0.75","0.83","0.74","1.17M","19.23%"
"03/23/2020","0.67","0.71","0.73","0.63","565.60K","-5.04%"
"03/20/2020","0.70","0.76","0.76","0.69","592.92K","0.00%"
"03/19/2020","0.70","0.69","0.73","0.66","840.14K","8.15%"
"03/18/2020","0.65","0.70","0.72","0.51","1.46M","-13.10%"
"03/17/2020","0.75","0.70","0.80","0.63","674.73K","13.68%"
