"Date","Price","Open","High","Low","Vol.","Change %"
"09/26/2022","1.300","1.290","1.370","1.270","685.36K","0.78%"
"09/23/2022","1.290","1.400","1.450","1.290","869.09K","-8.51%"
"09/22/2022","1.410","1.490","1.490","1.350","297.82K","-5.69%"
"09/21/2022","1.495","1.470","1.530","1.420","101.04K","1.70%"
"09/20/2022","1.470","1.580","1.590","1.450","145.42K","-9.82%"
"09/19/2022","1.630","1.570","1.630","1.500","420.40K","1.87%"
"09/16/2022","1.600","1.610","1.625","1.521","398.29K","-4.19%"
"09/15/2022","1.670","1.700","1.750","1.620","430.11K","-1.76%"
"09/14/2022","1.700","1.740","1.740","1.620","129.42K","-0.58%"
"09/13/2022","1.710","1.620","1.790","1.600","269.36K","-5.52%"
"09/12/2022","1.810","1.720","1.840","1.672","229.30K","8.38%"
"09/09/2022","1.670","1.630","1.730","1.580","250.26K","6.37%"
"09/08/2022","1.570","1.380","1.570","1.340","469.35K","12.14%"
"09/07/2022","1.400","1.490","1.580","1.360","416.28K","-6.04%"
"09/06/2022","1.490","1.710","1.730","1.480","337.52K","-13.87%"
"09/02/2022","1.730","1.790","1.790","1.710","113.35K","-3.35%"
"09/01/2022","1.790","1.980","1.980","1.780","132.77K","-10.95%"
"08/31/2022","2.010","1.980","2.090","1.860","1.09M","2.55%"
"08/30/2022","1.960","1.850","1.990","1.850","217.59K","7.10%"
"08/29/2022","1.830","1.730","1.910","1.710","174.32K","2.23%"
"08/26/2022","1.790","1.860","1.900","1.745","205.34K","-3.76%"
"08/25/2022","1.860","1.780","1.870","1.720","188.29K","7.51%"
"08/24/2022","1.730","1.730","1.845","1.690","252.02K","3.59%"
"08/23/2022","1.670","1.790","1.815","1.630","324.12K","-3.47%"
"08/22/2022","1.730","1.750","1.780","1.660","192.09K","-3.89%"
"08/19/2022","1.800","1.930","1.950","1.780","357.57K","-11.33%"
"08/18/2022","2.030","2.210","2.260","2.000","163.44K","-9.38%"
"08/17/2022","2.240","2.610","2.610","2.190","251.49K","-13.85%"
"08/16/2022","2.600","2.500","2.665","2.390","387.72K","4.42%"
"08/15/2022","2.490","2.340","2.560","2.300","187.29K","6.41%"
"08/12/2022","2.340","2.320","2.380","2.220","201.49K","3.08%"
"08/11/2022","2.270","2.500","2.540","2.200","244.52K","-2.16%"
"08/10/2022","2.320","2.260","2.340","2.146","151.09K","6.91%"
"08/09/2022","2.170","2.060","2.250","2.021","178.50K","2.36%"
"08/08/2022","2.120","2.210","2.380","2.070","275.95K","-3.20%"
"08/05/2022","2.190","2.050","2.250","2.000","268.70K","4.29%"
"08/04/2022","2.100","2.060","2.125","1.960","199.29K","4.48%"
"08/03/2022","2.010","1.890","2.040","1.890","221.90K","8.65%"
